,Player,Club,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
201,Kurt Zouma,Everton,FRA,DF,23,32,29,2612,29.0,2,2,4,2,0,0,4,1,1.5,1.5,0.4,1.8,23,105,4
202,Séamus Coleman,Everton,IRL,DF,29,29,29,2558,28.4,2,2,4,2,0,0,1,0,1.6,1.6,3.6,5.2,71,125,190
203,Bernard,Everton,BRA,"FW,MF",25,34,25,2116,23.5,1,3,4,1,0,0,5,0,2.6,2.6,2.3,5.0,99,89,202
204,Theo Walcott,Everton,ENG,"FW,MF",29,37,24,2119,23.5,5,2,7,5,0,0,1,0,5.7,5.7,2.7,8.4,50,52,167
205,André Gomes,Everton,POR,MF,25,27,24,1980,22.0,1,1,2,1,0,0,7,0,1.6,1.6,0.6,2.2,49,145,22
206,Dominic Calvert-Lewin,Everton,ENG,FW,21,35,19,1784,19.8,6,2,8,6,0,0,3,0,5.5,5.5,1.4,6.9,32,31,136
207,Cenk Tosun,Everton,TUR,FW,27,25,10,1059,11.8,3,3,6,3,0,0,3,0,5.0,5.0,0.9,5.9,11,16,90
208,Tom Davies,Everton,ENG,MF,20,16,10,980,10.9,0,0,0,0,0,0,3,0,0.3,0.3,0.5,0.8,11,55,20
209,Yerry Mina,Everton,COL,DF,23,13,10,892,9.9,1,0,1,1,0,0,3,0,0.3,0.3,0.1,0.4,7,39,3
210,Morgan Schneiderlin,Everton,FRA,MF,28,14,10,834,9.3,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,6,47,5
211,Jonjoe Kenny,Everton,ENG,DF,21,10,8,791,8.8,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,16,51,35
212,Leighton Baines,Everton,ENG,DF,33,6,5,375,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,17,13
213,Mason Holgate,Everton,ENG,DF,21,5,4,408,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,34,0
214,Phil Jagielka,Everton,ENG,DF,35,7,4,331,3.7,1,0,1,1,0,0,0,1,0.6,0.6,0.3,0.9,0,6,0
215,Ademola Lookman,Everton,NGA,"FW,MF",20,21,3,618,6.9,0,2,2,0,0,0,0,0,1.4,1.4,1.4,2.8,34,24,52
216,Oumar Niasse,Everton,SEN,FW,28,5,0,63,0.7,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,1,3,10
217,James McCarthy,Everton,IRL,MF,27,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
222,Kasper Schmeichel,Leicester City,DEN,GK,31,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,0,2,0
223,Wilfred Ndidi,Leicester City,NGA,MF,21,38,37,3296,36.6,2,0,2,2,0,0,8,0,3.7,3.7,1.8,5.5,26,201,35
224,Ben Chilwell,Leicester City,ENG,DF,21,36,36,3240,36.0,0,4,4,0,0,0,4,0,1.1,1.1,2.9,4.1,146,146,215
225,Ricardo Pereira,Leicester City,POR,"DF,FW",24,35,35,3123,34.7,2,6,8,2,0,0,7,0,1.2,1.2,5.2,6.4,114,170,150
226,James Maddison,Leicester City,ENG,"MF,FW",21,36,35,2831,31.5,7,7,14,6,1,2,4,1,7.4,5.9,8.2,14.0,63,198,148
227,Harry Maguire,Leicester City,ENG,DF,25,31,31,2596,28.8,3,0,3,3,0,0,6,1,2.4,2.4,0.8,3.2,53,190,23
228,Jamie Vardy,Leicester City,ENG,FW,31,34,30,2726,30.3,18,4,22,14,4,5,3,1,18.3,14.4,5.1,19.5,45,39,186
229,Nampalys Mendy,Leicester City,SEN,MF,26,31,23,2092,23.2,0,0,0,0,0,0,5,0,0.1,0.1,0.2,0.3,16,104,19
230,Demarai Gray,Leicester City,JAM,"FW,MF",22,34,23,1985,22.1,4,1,5,4,0,0,2,0,4.5,4.5,1.3,5.8,73,53,180
231,Jonny Evans,Leicester City,NIR,DF,30,24,21,1996,22.2,1,0,1,1,0,0,2,0,0.9,0.9,0.3,1.1,4,33,3
232,Wes Morgan,Leicester City,JAM,DF,34,22,21,1925,21.4,3,0,3,3,0,0,3,2,1.8,1.8,0.2,2.0,6,43,9
233,Marc Albrighton,Leicester City,ENG,"FW,MF",28,27,18,1625,18.1,2,2,4,2,0,0,3,0,1.2,1.2,2.9,4.1,54,64,172
234,Youri Tielemans,Leicester City,BEL,MF,21,13,13,1086,12.1,3,4,7,3,0,0,2,0,1.8,1.8,2.5,4.3,24,85,53
235,Harvey Barnes,Leicester City,ENG,"MF,FW",20,16,11,1004,11.2,1,2,3,1,0,0,0,0,3.9,3.9,1.7,5.6,62,27,115
236,Kelechi Iheanacho,Leicester City,NGA,"FW,MF",21,30,9,941,10.5,1,3,4,1,0,0,2,0,2.1,2.1,1.6,3.6,13,23,63
237,Rachid Ghezzal,Leicester City,ALG,"FW,MF",26,19,8,743,8.3,1,0,1,1,0,0,3,0,1.4,1.4,1.7,3.1,36,40,77
238,Daniel Amartey,Leicester City,GHA,DF,23,9,7,641,7.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.5,8,34,8
239,Hamza Choudhury,Leicester City,ENG,MF,20,9,7,595,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,3,21,12
240,Çağlar Söyüncü,Leicester City,TUR,DF,22,6,4,372,4.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,10,0
241,Danny Simpson,Leicester City,ENG,DF,31,6,3,292,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,4
242,Vicente Iborra,Leicester City,ESP,MF,30,8,3,229,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,16,2
243,Christian Fuchs,Leicester City,AUT,DF,32,3,2,207,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,14,24
244,Shinji Okazaki,Leicester City,JPN,"MF,FW",32,21,1,288,3.2,0,1,1,0,0,0,0,0,0.6,0.6,0.1,0.7,0,7,26
245,Adrien Silva,Leicester City,POR,MF,29,2,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,11,1
246,Fousseni Diabaté,Leicester City,MLI,FW,22,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,5
249,Łukasz Fabiański,West Ham United,POL,GK,33,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0
250,Felipe Anderson,West Ham United,BRA,"MF,FW",25,36,36,3043,33.8,9,4,13,9,0,0,3,0,5.5,5.5,6.1,11.5,201,191,253
251,Declan Rice,West Ham United,ENG,MF,19,34,34,3003,33.4,2,0,2,2,0,0,4,0,1.2,1.2,0.4,1.6,27,127,11
252,Issa Diop,West Ham United,FRA,DF,21,33,33,2970,33.0,1,0,1,1,0,0,4,0,1.2,1.2,0.2,1.3,9,73,2
253,Mark Noble,West Ham United,ENG,MF,31,31,29,2291,25.5,5,5,10,1,4,4,6,1,3.7,0.5,1.9,2.4,23,197,47
254,Robert Snodgrass,West Ham United,SCO,MF,30,33,25,2220,24.7,2,5,7,2,0,0,10,0,2.3,2.3,5.6,8.0,72,117,148
255,Marko Arnautović,West Ham United,AUT,FW,29,28,24,1990,22.1,10,4,14,9,1,1,3,0,8.9,8.1,4.4,12.5,38,43,195
256,Pablo Zabaleta,West Ham United,ARG,DF,33,26,23,2092,23.2,0,1,1,0,0,0,4,0,0.2,0.2,1.0,1.2,31,103,107
257,Fabián Balbuena,West Ham United,PAR,DF,26,23,23,2013,22.4,1,0,1,1,0,0,2,0,2.1,2.1,0.2,2.3,1,49,4
258,Michail Antonio,West Ham United,JAM,"MF,FW",28,33,22,2103,23.4,6,4,10,6,0,0,3,0,7.1,7.1,4.4,11.5,87,69,204
259,Angelo Ogbonna,West Ham United,ITA,DF,30,24,20,1874,20.8,1,1,2,1,0,0,2,0,1.8,1.8,0.9,2.8,6,43,1
260,Arthur Masuaku,West Ham United,COD,DF,24,23,19,1759,19.5,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,69,96,53
261,Aaron Cresswell,West Ham United,ENG,DF,28,20,18,1589,17.7,0,1,1,0,0,0,1,0,0.5,0.5,1.1,1.5,35,94,103
262,Javier Hernández,West Ham United,MEX,FW,30,25,14,1334,14.8,7,1,8,7,0,0,2,0,6.6,6.6,1.4,8.1,10,31,83
263,Pedro Obiang,West Ham United,EQG,MF,26,24,12,1128,12.5,0,1,1,0,0,0,0,0,0.6,0.6,1.0,1.6,11,65,22
264,Ryan Fredericks,West Ham United,ENG,DF,25,15,12,1086,12.1,1,0,1,1,0,0,5,0,0.5,0.5,0.5,1.0,30,31,37
265,Manuel Lanzini,West Ham United,ARG,MF,25,10,8,686,7.6,1,1,2,1,0,0,2,0,1.1,1.1,0.8,2.0,22,39,28
266,Grady Diangana,West Ham United,COD,"MF,FW",20,17,6,609,6.8,0,1,1,0,0,0,0,0,0.5,0.5,1.2,1.7,20,21,72
267,Andriy Yarmolenko,West Ham United,UKR,"MF,FW",28,9,5,459,5.1,2,0,2,2,0,0,2,0,1.1,1.1,0.8,1.8,18,22,28
268,Lucas Pérez,West Ham United,ESP,"FW,MF",29,15,4,475,5.3,3,0,3,3,0,0,0,0,1.3,1.3,0.8,2.1,2,7,34
269,Jack Wilshere,West Ham United,ENG,MF,26,8,4,392,4.4,0,1,1,0,0,0,2,0,0.2,0.2,0.6,0.8,8,20,10
270,Andy Carroll,West Ham United,ENG,FW,29,12,3,461,5.1,0,0,0,0,0,0,2,0,2.2,2.2,0.4,2.6,1,9,15
271,Samir Nasri,West Ham United,FRA,MF,31,5,3,245,2.7,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.5,9,17,10
272,Carlos Sánchez,West Ham United,COL,MF,32,7,2,245,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,14,1
273,Ben Johnson,West Ham United,ENG,DF,18,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
274,Xande Silva,West Ham United,POR,FW,21,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2
279,Ben Foster,Watford,ENG,GK,35,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,0,0,0
280,Craig Cathcart,Watford,NIR,DF,29,36,35,3096,34.4,3,0,3,3,0,0,2,0,1.5,1.5,0.2,1.8,6,71,2
281,Abdoulaye Doucouré,Watford,MLI,MF,25,35,34,3062,34.0,5,6,11,5,0,0,7,0,6.2,6.2,4.7,10.8,58,202,83
282,Étienne Capoue,Watford,FRA,MF,30,33,33,2944,32.7,1,3,4,1,0,0,14,1,1.4,1.4,1.0,2.4,17,170,11
283,Roberto Pereyra,Watford,ARG,MF,27,33,33,2815,31.3,6,1,7,6,0,0,3,0,5.4,5.4,3.2,8.6,101,117,188
284,Will Hughes,Watford,ENG,MF,23,32,31,2418,26.9,2,4,6,2,0,0,5,0,2.5,2.5,2.6,5.1,50,102,134
285,Troy Deeney,Watford,ENG,FW,30,32,28,2545,28.3,9,5,14,8,1,1,4,1,9.5,8.7,4.6,13.4,23,87,161
286,José Holebas,Watford,GRE,DF,34,28,27,2393,26.6,3,6,9,3,0,0,12,1,1.0,1.0,4.1,5.1,44,77,58
287,Gerard Deulofeu,Watford,ESP,"FW,MF",24,30,26,2066,23.0,10,5,15,10,0,0,3,0,8.0,8.0,4.1,12.1,100,67,193
288,Kiko Femenía,Watford,ESP,DF,27,29,22,2049,22.8,1,1,2,1,0,0,1,0,0.4,0.4,1.6,2.0,41,106,84
289,Adrian Mariappa,Watford,JAM,DF,31,26,20,1927,21.4,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.3,3,41,0
290,Christian Kabasele,Watford,BEL,DF,27,21,19,1586,17.6,0,0,0,0,0,0,4,1,1.5,1.5,0.6,2.1,1,25,1
291,Daryl Janmaat,Watford,NED,DF,29,18,17,1520,16.9,0,2,2,0,0,0,3,0,0.5,0.5,0.8,1.2,32,67,51
292,Andre Gray,Watford,JAM,FW,27,29,13,1366,15.2,7,2,9,7,0,0,2,0,5.0,5.0,1.9,7.0,21,15,96
293,Adam Masina,Watford,MAR,DF,24,14,11,1004,11.2,0,1,1,0,0,0,5,0,0.1,0.1,0.8,0.9,10,39,13
294,Isaac Success,Watford,NGA,"FW,MF",22,30,9,1052,11.7,1,1,2,1,0,0,4,0,3.5,3.5,2.8,6.2,35,39,107
295,Ken Sema,Watford,SWE,"MF,FW",24,17,9,754,8.4,1,2,3,1,0,0,1,0,0.8,0.8,0.6,1.4,30,17,60
296,Tom Cleverley,Watford,ENG,MF,28,13,4,478,5.3,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,6,17,6
297,Domingos Quina,Watford,POR,MF,18,8,3,338,3.8,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.2,8,20,6
298,Nathaniel Chalobah,Watford,ENG,MF,23,9,3,270,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.3,0,8,8
299,Miguel Britos,Watford,URU,DF,33,3,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0
300,Marc Navarro,Watford,ESP,DF,23,2,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4
301,Ben Wilmot,Watford,ENG,"MF,DF",18,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0
302,Stefano Okaka,Watford,ITA,"FW,MF",28,2,0,24,0.3,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,1,1,7
303,Sebastian Prödl,Watford,AUT,DF,31,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
306,Luka Milivojević,Crystal Palace,SRB,MF,27,38,38,3420,38.0,12,2,14,2,10,11,10,0,10.9,2.2,3.0,5.2,32,219,15
307,Patrick van Aanholt,Crystal Palace,NED,DF,27,36,36,3195,35.5,3,2,5,3,0,0,3,0,2.6,2.6,4.4,7.0,89,212,106
308,James McArthur,Crystal Palace,SCO,MF,30,38,36,3058,34.0,3,6,9,3,0,0,7,0,4.1,4.1,3.3,7.4,42,142,137
309,Aaron Wan-Bissaka,Crystal Palace,ENG,DF,20,35,35,3134,34.8,0,3,3,0,0,0,4,1,0.5,0.5,2.1,2.6,100,159,119
310,Wilfried Zaha,Crystal Palace,CIV,FW,25,34,34,3036,33.7,10,5,15,10,0,0,9,1,5.7,5.7,4.8,10.6,182,141,355
311,Andros Townsend,Crystal Palace,ENG,"FW,MF",27,38,34,3009,33.4,6,4,10,6,0,0,1,0,4.6,4.6,3.6,8.3,144,106,280
312,James Tomkins,Crystal Palace,ENG,DF,29,29,29,2560,28.4,1,1,2,1,0,0,5,0,1.4,1.4,0.9,2.4,4,50,4
313,Mamadou Sakho,Crystal Palace,FRA,DF,28,27,27,2416,26.8,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,8,91,3
314,Cheikhou Kouyaté,Crystal Palace,SEN,MF,28,31,21,1899,21.1,0,2,2,0,0,0,3,0,1.1,1.1,1.1,2.2,19,86,31
315,Vicente Guaita,Crystal Palace,ESP,GK,31,20,20,1754,19.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0
316,Jeffrey Schlupp,Crystal Palace,GHA,"MF,FW",25,30,18,1670,18.6,4,1,5,4,0,0,1,0,3.2,3.2,1.2,4.4,35,77,95
317,Wayne Hennessey,Crystal Palace,WAL,GK,31,18,17,1576,17.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
318,Max Meyer,Crystal Palace,GER,MF,22,29,15,1416,15.7,1,2,3,1,0,0,3,0,1.8,1.8,1.2,2.9,47,73,80
319,Jordan Ayew,Crystal Palace,GHA,FW,26,20,14,1181,13.1,1,2,3,1,0,0,3,0,2.9,2.9,1.2,4.0,31,19,90
320,Martin Kelly,Crystal Palace,ENG,DF,28,13,12,1111,12.3,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.5,4,22,1
321,Christian Benteke,Crystal Palace,BEL,FW,27,16,9,814,9.0,1,1,2,1,0,0,1,0,3.4,3.4,0.8,4.2,6,13,53
322,Michy Batshuayi,Crystal Palace,BEL,FW,24,11,9,750,8.3,5,0,5,5,0,0,0,0,4.0,4.0,0.1,4.1,13,9,44
323,Scott Dann,Crystal Palace,ENG,DF,31,10,7,663,7.4,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.9,3,11,0
324,Joel Ward,Crystal Palace,ENG,DF,28,7,6,552,6.1,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,6,18,18
325,Julián Speroni,Crystal Palace,ARG,GK,39,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
326,Alexander Sørloth,Crystal Palace,NOR,FW,22,12,0,185,2.1,0,0,0,0,0,0,0,0,0.5,0.5,0.9,1.4,4,9,13
327,Connor Wickham,Crystal Palace,ENG,"FW,MF",25,6,0,67,0.7,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,0,0,1
328,Bakary Sako,Crystal Palace,MLI,FW,30,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2
329,Jason Puncheon,Crystal Palace,ENG,MF,32,5,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
330,Luke Dreher,Crystal Palace,ENG,FW,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
331,Pape Souaré,Crystal Palace,SEN,DF,28,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
337,Martin Dúbravka,Newcastle United,SVK,GK,29,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
338,Matt Ritchie,Newcastle United,SCO,"DF,MF",28,36,35,2928,32.5,2,8,10,1,1,2,9,0,5.1,3.6,5.3,8.9,56,83,131
339,Ayoze Pérez,Newcastle United,ESP,"MF,FW",25,37,34,2917,32.4,12,2,14,12,0,0,2,0,7.5,7.5,3.6,11.1,72,82,159
340,Jamaal Lascelles,Newcastle United,ENG,DF,24,32,32,2745,30.5,0,1,1,0,0,0,4,0,0.6,0.6,0.9,1.5,5,53,9
341,Salomón Rondón,Newcastle United,VEN,FW,28,32,30,2603,28.9,11,7,18,11,0,0,1,0,10.4,10.4,3.0,13.4,38,46,154
342,DeAndre Yedlin,Newcastle United,USA,DF,25,29,28,2473,27.5,1,2,3,1,0,0,6,1,1.2,1.2,2.0,3.1,38,66,104
343,Mohamed Diamé,Newcastle United,SEN,MF,31,29,24,2166,24.1,0,0,0,0,0,0,3,0,1.0,1.0,0.1,1.2,17,58,15
344,Fabian Schär,Newcastle United,SUI,DF,26,24,22,1999,22.2,4,1,5,4,0,0,12,0,1.9,1.9,0.7,2.6,26,72,8
345,Paul Dummett,Newcastle United,WAL,DF,26,26,21,1990,22.1,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,10,68,16
346,Isaac Hayden,Newcastle United,ENG,MF,23,25,21,1859,20.7,1,4,5,1,0,0,3,1,0.9,0.9,2.3,3.2,10,54,38
347,Federico Fernández,Newcastle United,ARG,DF,29,19,17,1484,16.5,0,1,1,0,0,0,2,0,0.2,0.2,0.5,0.7,2,40,3
348,Christian Atsu,Newcastle United,GHA,MF,26,28,15,1493,16.6,1,0,1,1,0,0,2,0,2.1,2.1,1.6,3.7,48,31,72
349,Kenedy,Newcastle United,BRA,"MF,DF",22,25,14,1348,15.0,1,1,2,1,0,1,1,0,2.2,1.4,0.7,2.1,30,41,66
350,Ki Sung-yueng,Newcastle United,KOR,MF,29,18,14,1302,14.5,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.2,12,66,12
351,Javier Manquillo,Newcastle United,ESP,DF,24,18,12,1101,12.2,0,3,3,0,0,0,2,0,0.1,0.1,0.7,0.7,26,29,39
352,Florian Lejeune,Newcastle United,FRA,DF,27,12,12,1054,11.7,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,9,33,8
353,Jonjo Shelvey,Newcastle United,ENG,MF,26,16,10,948,10.5,1,1,2,1,0,0,1,0,0.9,0.9,1.7,2.6,13,74,15
354,Ciaran Clark,Newcastle United,IRL,DF,28,11,9,858,9.5,3,0,3,3,0,0,1,0,0.5,0.5,0.1,0.6,1,15,2
355,Miguel Almirón,Newcastle United,PAR,MF,24,10,9,759,8.4,0,0,0,0,0,0,0,0,1.5,1.5,0.6,2.1,31,25,45
356,Sean Longstaff,Newcastle United,ENG,MF,20,9,8,687,7.6,1,0,1,1,0,0,2,0,0.7,0.7,0.5,1.2,2,28,6
357,Joselu,Newcastle United,ESP,FW,28,16,5,596,6.6,2,0,2,2,0,0,1,0,1.6,1.6,0.0,1.6,4,8,28
358,Yoshinori Mutō,Newcastle United,JPN,"FW,MF",26,17,5,524,5.8,1,0,1,1,0,0,1,0,0.9,0.9,0.8,1.7,9,6,28
359,Jacob Murphy,Newcastle United,ENG,"MF,DF",23,9,3,302,3.4,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,8,7,17
360,Antonio Barreca,Newcastle United,ITA,DF,23,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
367,Nathan Aké,Bournemouth,NED,DF,23,38,38,3411,37.9,4,0,4,4,0,0,3,0,3.4,3.4,1.0,4.4,20,98,25
368,Ryan Fraser,Bournemouth,SCO,"MF,FW",24,38,35,3166,35.2,7,14,21,7,0,0,2,0,4.7,4.7,13.4,18.1,119,142,279
369,Joshua King,Bournemouth,NOR,"FW,MF",26,35,34,2961,32.9,12,3,15,7,5,6,3,0,13.5,8.7,3.8,12.5,131,85,248
370,Steve Cook,Bournemouth,ENG,DF,27,31,31,2786,31.0,1,1,2,1,0,0,3,0,1.3,1.3,0.9,2.2,25,106,10
371,Callum Wilson,Bournemouth,ENG,FW,26,30,29,2528,28.1,14,9,23,13,1,2,3,0,13.4,11.9,5.4,17.2,49,44,197
372,Jefferson Lerma,Bournemouth,COL,MF,23,30,29,2506,27.8,2,0,2,2,0,0,12,0,1.3,1.3,1.1,2.3,17,133,17
373,David Brooks,Bournemouth,WAL,"MF,FW",21,30,29,2261,25.1,7,5,12,7,0,0,3,0,6.0,6.0,5.0,10.9,66,95,144
374,Adam Smith,Bournemouth,ENG,"DF,MF",27,25,25,2066,23.0,1,1,2,1,0,0,5,1,0.5,0.5,0.6,1.1,87,98,80
375,Asmir Begović,Bournemouth,BIH,GK,31,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
376,Dan Gosling,Bournemouth,ENG,MF,28,25,19,1739,19.3,2,1,3,2,0,0,8,0,1.9,1.9,1.5,3.4,7,116,23
377,Charlie Daniels,Bournemouth,ENG,DF,31,21,17,1585,17.6,1,0,1,1,0,0,4,0,0.4,0.4,0.6,1.0,40,83,82
378,Andrew Surman,Bournemouth,ENG,MF,31,18,16,1439,16.0,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,3,89,10
379,Simon Francis,Bournemouth,ENG,DF,33,17,13,1229,13.7,0,2,2,0,0,0,1,0,0.1,0.1,0.6,0.8,18,69,35
380,Nathaniel Clyne,Bournemouth,ENG,DF,27,14,13,1143,12.7,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.3,14,39,32
381,Artur Boruc,Bournemouth,POL,GK,38,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0
382,Junior Stanislas,Bournemouth,ENG,"MF,FW",28,23,11,1031,11.5,2,3,5,1,1,1,1,0,3.1,2.3,2.0,4.2,35,58,81
383,Chris Mepham,Bournemouth,WAL,DF,20,13,10,850,9.4,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.6,7,22,1
384,Jordon Ibe,Bournemouth,ENG,"MF,DF",22,19,9,797,8.9,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,56,28,47
385,Lewis Cook,Bournemouth,ENG,MF,21,13,8,723,8.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,11,48,8
386,Diego Rico,Bournemouth,ESP,"DF,MF",25,12,5,612,6.8,0,0,0,0,0,0,1,0,0.2,0.2,1.1,1.3,11,39,34
387,Jack Simpson,Bournemouth,ENG,DF,21,6,4,403,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,16,0
388,Dominic Solanke,Bournemouth,ENG,"FW,MF",20,10,2,347,3.9,0,1,1,0,0,0,0,0,1.0,1.0,0.4,1.3,10,6,24
389,Mark Travers,Bournemouth,IRL,GK,19,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
390,Tyrone Mings,Bournemouth,ENG,DF,25,5,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,1
391,Lys Mousset,Bournemouth,FRA,FW,22,24,1,368,4.1,1,0,1,1,0,0,1,0,1.4,1.4,0.3,1.6,5,12,41
392,Emerson Hyndman,Bournemouth,USA,MF,22,1,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0
393,Jermain Defoe,Bournemouth,ENG,FW,35,4,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0
394,Sam Surridge,Bournemouth,ENG,"MF,FW",20,2,0,13,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.4,0,0,3
399,Ben Mee,Burnley,ENG,DF,28,38,38,3420,38.0,0,2,2,0,0,0,9,0,1.6,1.6,1.1,2.7,9,99,9
400,Jack Cork,Burnley,ENG,MF,29,37,37,3312,36.8,1,2,3,1,0,0,6,0,1.4,1.4,2.2,3.6,21,99,56
401,Charlie Taylor,Burnley,ENG,DF,24,38,35,3243,36.0,0,1,1,0,0,0,2,0,0.2,0.2,1.5,1.7,93,97,94
402,James Tarkowski,Burnley,ENG,DF,25,35,35,3086,34.3,3,1,4,3,0,0,8,0,3.3,3.3,0.3,3.6,4,105,6
403,Ashley Westwood,Burnley,ENG,MF,28,34,31,2824,31.4,2,7,9,2,0,0,5,0,1.9,1.9,4.8,6.7,16,175,40
404,Chris Wood,Burnley,NZL,FW,26,38,29,2588,28.8,10,2,12,10,0,0,2,0,8.8,8.8,3.8,12.6,13,25,199
405,Ashley Barnes,Burnley,ENG,FW,28,37,26,2388,26.5,12,2,14,10,2,2,8,0,13.8,12.2,3.3,15.5,23,41,142
406,Jeff Hendrick,Burnley,IRL,"MF,FW",26,32,25,2063,22.9,3,0,3,3,0,0,4,0,1.8,1.8,0.8,2.7,18,63,78
407,Jóhann Berg Guðmundsson,Burnley,ISL,MF,27,29,19,1752,19.5,3,6,9,3,0,0,2,0,2.8,2.8,4.3,7.1,55,39,108
408,Matthew Lowton,Burnley,ENG,DF,29,21,19,1750,19.4,0,0,0,0,0,0,7,0,0.6,0.6,0.7,1.3,18,74,38
409,Joe Hart,Burnley,ENG,GK,31,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,0
410,Tom Heaton,Burnley,ENG,GK,32,19,19,1710,19.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0
411,Phil Bardsley,Burnley,SCO,DF,33,19,19,1670,18.6,0,0,0,0,0,0,9,0,0.3,0.3,1.1,1.5,19,68,23
